Ref #,State,Organization,Date,Fact-Check URL,Author,Title,Paywall — Wayback Machine Link,TV Alternate/Duplicate Link,Notes,Claimant Name // (Claim Source?),Type of Claimant,Political Designation,Party Affiliation,Current Officeholder?,Current Position,Running for Office?,Aspiring Position,Topic,Source of Statement,Fact-Check Format,Was a Definitive Rating Given?,Multiple claims?,DELETE,INDIVIDUAL RECORD,ECONOMIC ISSUES,GOVERNMENT OPERATIONS,VOTING/ELECTIONS,CIVIL RIGHTS MINORITY ISSUES AND CIVIL LIBERTIES,IMMIGRATION AND REFUGEE ISSUES,LGBTQ,RACE,RELIGION,SOCIAL WELFARE,EDUCATION,ABORTION/WOMEN,HEALTH,LAW AND CRIME AND POLICING,GUNS,HISTORY,LEGISLATION,AGRICULTURE,ENERGY AND ENVIRONMENT,COMMUNITY DEVELOPMENT AND HOUSING,TECHNOLOGY SCIENCE SPACE,MEDIA AND COMMUNICATIONS
,North Carolina,The News & Observer’s Fact-Checking Project,4/14/2022,https://www.newsobserver.com/news/politics-government/article260396832.html,Lars Dolder,"Fact check: President Biden visits NC to talk about inflation, economic agenda",,,,Joe Biden,Political,Politician,Democratic,Yes,President,No,,"Economic Issues, Social Welfare, History",Speech/Remarks,Article,Yes,B,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/14/2022,https://www.newsobserver.com/news/politics-government/article260396832.html,Lars Dolder,"Fact check: President Biden visits NC to talk about inflation, economic agenda",,,,Joe Biden,Political,Politician,Democratic,Yes,President,No,,Race,Speech/Remarks,Article,Yes,B,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,North Carolina,The News & Observer’s Fact-Checking Project,5/13/2022,https://www.newsobserver.com/news/politics-government/election/article261388312.html,Danielle Battaglia,"Fact check: Missing filings, bankruptcy, illegal immigration support in NC congressional race?",,,,Congressional Leadership Fund,Political,Political organization,Republican,,,,,"Immigration and Refugee Issues, Individual Record",Advertisement,Article,Yes,A,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,5/13/2022,https://www.newsobserver.com/news/politics-government/election/article261388312.html,Danielle Battaglia,"Fact check: Missing filings, bankruptcy, illegal immigration support in NC congressional race?",,,,Congressional Leadership Fund,Political,Political organization,Republican,,,,,"Voting/Elections, Individual Record",Advertisement,Article,Yes,B,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,5/13/2022,https://www.newsobserver.com/news/politics-government/election/article261388312.html,Danielle Battaglia,"Fact check: Missing filings, bankruptcy, illegal immigration support in NC congressional race?",,,,Congressional Leadership Fund,Political,Political organization,Republican,,,,,"Individual Record, Economic Issues",Advertisement,Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,5/13/2022,https://www.newsobserver.com/news/politics-government/election/article261388312.html,Danielle Battaglia,"Fact check: Missing filings, bankruptcy, illegal immigration support in NC congressional race?",,,,Congressional Leadership Fund,Political,Political organization,Republican,,,,,"Individual Record, Economic Issues",Advertisement,Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,North Carolina,The News & Observer’s Fact-Checking Project,8/25/2022,https://www.newsobserver.com/news/politics-government/election/article264848449.html,Danielle Battaglia,Does the Inflation Reduction Act live up to its name? Fact-checking the campaign claims,,,,Ted Budd,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Senator,"Economic Issues, Legislation",Speech/Remarks,Article,Yes,A,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,8/25/2022,https://www.newsobserver.com/news/politics-government/election/article264848449.html,Danielle Battaglia,Does the Inflation Reduction Act live up to its name? Fact-checking the campaign claims,,,,Bobbie Richardson,Political,Politician,Democratic,Yes,State Political Party Chair,Yes,State Political Party Chair,"Economic Issues, Legislation",Speech/Remarks,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,8/25/2022,https://www.newsobserver.com/news/politics-government/election/article264848449.html,Danielle Battaglia,Does the Inflation Reduction Act live up to its name? Fact-checking the campaign claims,,,,Ted Budd,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Senator,"Economic Issues, Legislation",Speech/Remarks,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,8/25/2022,https://www.newsobserver.com/news/politics-government/election/article264848449.html,Danielle Battaglia,Does the Inflation Reduction Act live up to its name? Fact-checking the campaign claims,,,,Michael Whatley,Political,Politician,Republican,Yes,State Political Party Chair,No,,"Economic Issues, Legislation",Speech/Remarks,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,8/25/2022,https://www.newsobserver.com/news/politics-government/election/article264848449.html,Danielle Battaglia,Does the Inflation Reduction Act live up to its name? Fact-checking the campaign claims,,,,Michael Whatley,Political,Politician,Republican,Yes,State Political Party Chair,No,,"Economic Issues, Legislation, Government Operations",Speech/Remarks,Article,Yes,B,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,8/25/2022,https://www.newsobserver.com/news/politics-government/election/article264848449.html,Danielle Battaglia,Does the Inflation Reduction Act live up to its name? Fact-checking the campaign claims,,,,Michael Whatley,Political,Politician,Republican,Yes,State Political Party Chair,No,,Economic Issues,Speech/Remarks,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,8/25/2022,https://www.newsobserver.com/news/politics-government/election/article264848449.html,Danielle Battaglia,Does the Inflation Reduction Act live up to its name? Fact-checking the campaign claims,,,,Bobbie Richardson,Political,Politician,Democratic,Yes,State Political Party Chair,Yes,State Political Party Chair,"Economic Issues, Social Welfare, Individual Record, Voting/Elections",Speech/Remarks,Article,Yes,B,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
759,North Carolina,The News & Observer’s Fact-Checking Project,9/24/2022,https://www.newsobserver.com/news/politics-government/election/article266292226.html,Avi Bajpai,"Fact-checking Trump’s claims about NC, 2020 election, and his campaign being ‘spied on’",,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Health, History",Speech/Remarks,Article,Yes,A,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/24/2022,https://www.newsobserver.com/news/politics-government/election/article266292226.html,Avi Bajpai,"Fact-checking Trump’s claims about NC, 2020 election, and his campaign being ‘spied on’",,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Law and Crime and Policing, History",Speech/Remarks,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/24/2022,https://www.newsobserver.com/news/politics-government/election/article266292226.html,Avi Bajpai,"Fact-checking Trump’s claims about NC, 2020 election, and his campaign being ‘spied on’",,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Voting/Elections, Individual Record",Speech/Remarks,Article,Yes,B,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/24/2022,https://www.newsobserver.com/news/politics-government/election/article266292226.html,Avi Bajpai,"Fact-checking Trump’s claims about NC, 2020 election, and his campaign being ‘spied on’",,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Voting/Elections, Government Operations",Speech/Remarks,Article,Yes,B,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/article266442266.html,Lars Dolder,Fact checking Marjorie Taylor Greene’s conspiracy claims at the Wake GOP gala,,,,Marjorie Taylor Greene,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,Law and Crime and Policing,Speech/Remarks,Article,Yes,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/article266442266.html,Lars Dolder,Fact checking Marjorie Taylor Greene’s conspiracy claims at the Wake GOP gala,,,,Marjorie Taylor Greene,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,"Law and Crime and Policing, Government Operations",Speech/Remarks,Article,Yes,B,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/article266442266.html,Lars Dolder,Fact checking Marjorie Taylor Greene’s conspiracy claims at the Wake GOP gala,,,,Marjorie Taylor Greene,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,"Individual Record, Law and Crime and Policing, Race",Speech/Remarks,Article,Yes,B,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/article266442266.html,Lars Dolder,Fact checking Marjorie Taylor Greene’s conspiracy claims at the Wake GOP gala,,,,Marjorie Taylor Greene,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,Voting/Elections,Speech/Remarks,Article,Yes,B,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/article266442266.html,Lars Dolder,Fact checking Marjorie Taylor Greene’s conspiracy claims at the Wake GOP gala,,,,Marjorie Taylor Greene,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,"Health, Individual Record",Speech/Remarks,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/article266442266.html,Lars Dolder,Fact checking Marjorie Taylor Greene’s conspiracy claims at the Wake GOP gala,,,,Marjorie Taylor Greene,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,"Health, LGBTQ",Speech/Remarks,Article,Yes,B,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/election/article266421826.html,Avi Bajpai,Fact check: Mailers use altered photo to claim NC Democrat supports defunding the police,,,,Carolina Leadership Coalition,Political,Political organization,Conservative,,,,,"Individual Record, Law and Crime and Policing",Written Statement,Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/27/2022,https://www.newsobserver.com/news/politics-government/election/article266421826.html,Avi Bajpai,Fact check: Mailers use altered photo to claim NC Democrat supports defunding the police,,,,Michael Luethy,Political,No official role,Republican,,,,,"Individual Record, Law and Crime and Policing",Written Statement,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762,North Carolina,The News & Observer’s Fact-Checking Project,9/29/2022,https://www.newsobserver.com/news/politics-government/election/article266058956.html,Avi Bajpai,Fact checking the ‘Call Wiley Nickel’ attack ads’ claims about NC candidate’s clients,,,,National Republican Congressional Committee,Political,Political organization,Republican,,,,,"Individual Record, Law and Crime and Policing",Advertisement,Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,9/29/2022,https://www.newsobserver.com/news/politics-government/election/article266058956.html,Avi Bajpai,Fact checking the ‘Call Wiley Nickel’ attack ads’ claims about NC candidate’s clients,,,,National Republican Congressional Committee,Political,Political organization,Republican,,,,,"Individual Record, Law and Crime and Policing, Legislation",Advertisement,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
763,North Carolina,The News & Observer’s Fact-Checking Project,10/8/2022,https://www.newsobserver.com/news/politics-government/election/article266991766.html,Will Wright,"Fact check: What Budd, Beasley got right and wrong in US Senate debate",,,,Cheri Beasley,Political,Politician,Democratic,No,,Yes,U.S. Senator,"Individual Record, Abortion, Legislation",Debate,Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,10/8/2022,https://www.newsobserver.com/news/politics-government/election/article266991766.html,Will Wright,"Fact check: What Budd, Beasley got right and wrong in US Senate debate",,,,Ted Budd,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Senator,"Individual Record, Abortion, Legislation",Debate,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,10/8/2022,https://www.newsobserver.com/news/politics-government/election/article266991766.html,Will Wright,"Fact check: What Budd, Beasley got right and wrong in US Senate debate",,,,Senate Leadership Fund,Political,Political organization,Republican,,,,,"Government Operations, Law and Crime and Policing, Individual Record",Advertisement,Article,Yes,B,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,10/8/2022,https://www.newsobserver.com/news/politics-government/election/article266991766.html,Will Wright,"Fact check: What Budd, Beasley got right and wrong in US Senate debate",,,,Ted Budd,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Senator,"Individual Record, Legislation, Government Operations",Debate,Article,Yes,B,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,10/8/2022,https://www.newsobserver.com/news/politics-government/election/article266991766.html,Will Wright,"Fact check: What Budd, Beasley got right and wrong in US Senate debate",,,,Cheri Beasley,Political,Politician,Democratic,No,,Yes,U.S. Senator,"Voting/Elections, Law and Crime and Policing, Individual Record",Debate,Article,Yes,B,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
764,North Carolina,The News & Observer’s Fact-Checking Project,10/11/2022,https://www.newsobserver.com/news/politics-government/election/article267151941.html,Will Wright,Fact check: Pat Harrigan says Jeff Jackson supports ‘giving your money to terrorists’,,,,Pat Harrigan,Political,Politician,Republican,No,,Yes,U.S. Representative,"Economic Issues, Law and Crime and Policing, Individual Record, Legislation",Advertisement,Article,Yes,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
765,North Carolina,The News & Observer’s Fact-Checking Project,10/12/2022,https://www.newsobserver.com/news/politics-government/election/article267167806.html,Avi Bajpai,"Fact check: Ad omits GOP candidate’s ‘criminal charges’ were speeding, traffic tickets",,,,Wiley Nickel,Political,Politician,Democratic,No,,Yes,U.S. Representative,"Individual Record, Law and Crime and Policing",Advertisement,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
766,North Carolina,The News & Observer’s Fact-Checking Project,11/3/2022,https://www.newsobserver.com/news/politics-government/election/article268199087.html,Dawn Baumgartner Vaughan,"Fact check: Campaign attack ad uses fake mugshot, and the candidate wasn’t convicted",,,,Diamond Staton-Williams,Political,Politician,Democratic,No,,Yes,State Legislator,"Individual Record, Law and Crime and Policing",Advertisement,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
767,West Virginia,PolitiFact West Virginia,10/13/2022,https://www.politifact.com/factchecks/2022/oct/13/west-virginia-republican-party/overdoses-reached-all-time-high-2021/,"Courtney Clingan, Samuel Russ",Overdoses reached an all-time high in 2021,,,,West Virginia Republican Party,Political,Political organization,Republican,,,,,"History, Health",Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
768,West Virginia,PolitiFact West Virginia,10/18/2022,https://www.politifact.com/factchecks/2022/oct/18/joe-manchin/have-natural-gas-costs-gone-over-200-over-past-5-y/,"Jasper Birmingham Jr, Aiddia Mitchell",Have natural gas costs gone up over 200% over the past 5 years?,,,,Joe Manchin,Political,Politician,Democratic,Yes,U.S. Senator,No,,"Energy and Environment, Economic Issues",Social Media,Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
769,West Virginia,PolitiFact West Virginia,10/18/2022,https://www.politifact.com/factchecks/2022/oct/18/joe-manchin/fact-checking-joe-manchin-targeting-irs-audits/,Amanda Boring,Fact-checking Joe Manchin on the targeting of IRS audits,,,,Joe Manchin,Political,Politician,Democratic,Yes,U.S. Senator,No,,"Legislation, Economic Issues",Social Media,Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
770,West Virginia,PolitiFact West Virginia,10/25/2022,https://www.politifact.com/factchecks/2022/oct/25/citizens-against-government-waste/how-much-inflation-reduction-act-goes-toward-trees/,"Jessica Riley, Sierra Worden","How much of the Inflation Reduction Act goes toward trees, clean garbage trucks and cow farts?",,,,Citizens Against Government Waste,Political,Political organization,Conservative,,,,,"Energy and Environment, Economic Issues, Legislation",Social Media,Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
771,West Virginia,PolitiFact West Virginia,10/27/2022,https://www.politifact.com/factchecks/2022/oct/27/west-virginia-democratic-party/rep-carol-miller-west-virginia-worth-over-16-milli/,"Emily Oiler, Savannah Quinn",Is Rep. Carol Miller of West Virginia worth over $16 million?,,,,West Virginia Democratic Party,Political,Political organization,Democratic,,,,,"Individual Record, Economic Issues",Social Media,Article,Yes,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Wisconsin,Wisconsin Watch (Gigafact),9/24/2022,https://wisconsinwatch.org/2022/09/did-wisconsin-gubernatorial-candidate-tim-michels-change-his-position-on-exceptions-for-an-abortion-ban/,Jacob Alabab-Moser,Did Wisconsin gubernatorial candidate Tim Michels change his position on exceptions for an abortion ban?,,https://gigafact.org/fact-briefs/did-gubernatorial-candidate-tim-michels-change-his-position-on-exceptions-for-abortion,,Sara Rodriguez,Political,Politician,Democratic,Yes,State Legislator,Yes,Lieutenant Governor,"Abortion/Women, Individual Record",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
773,Wisconsin,Wisconsin Watch (Gigafact),9/24/2022,https://wisconsinwatch.org/2022/09/does-wisconsin-u-s-senate-candidate-mandela-barnes-want-to-defund-the-police/,Jacob Alabab-Moser,Does Wisconsin U.S. Senate candidate Mandela Barnes want to defund the police?,,https://gigafact.org/fact-briefs/does-mandela-barnes-want-to-defund-the-police,,Ron Johnson,Political,Politician,Republican,Yes,U.S. Senator,Yes,U.S. Senator,"Law and Crime and Policing, Individual Record",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
